"","X","track_id","artists","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
"301",16901,"3bURbpWSxXGl1R741ekg07","Wolfgang Amadeus Mozart;Mao Fujita","Mozart: The Complete Piano Sonatas","Piano Sonata No. 3 in B-Flat Major, K. 281: II. Andante amoroso",16,313866,"False",0.4,0.0334,3,-26.333,1,0.0502,0.993,0.938,0.11,0.367,94.362,3,"classical"
"302",16904,"6T1t7fOMfVuVpWSe2Z4Pp9","Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Sir Colin Davis","Mozart: Piano Concertos Nos. 26 & 27; Rondo in A Major","Piano Concerto No. 26 in D Major, K. 537 ""Coronation"": II. (Larghetto)",3,410066,"False",0.302,0.019,9,-26.351,1,0.0361,0.992,0.915,0.17,0.194,70.075,4,"classical"
"303",16907,"3MpoUs3BBbuxwbnmHIxOJv","Wolfgang Amadeus Mozart;Mitsuko Uchida;Cleveland Orchestra","Mozart: A Night of Classics","Piano Concerto No. 27 in B-Flat Major, K. 595: 2. Larghetto - Live",7,452706,"False",0.18,0.0115,3,-30.172,1,0.0399,0.987,0.851,0.0991,0.0861,70.428,4,"classical"
"304",16910,"1lOhnZV1VVicEMHDEsUXVQ","Wolfgang Amadeus Mozart;Erik Smith","Mozart - Inspiring Classics","Minuet in F, K.1d",3,79360,"False",0.478,0.185,5,-16.501,1,0.037,0.693,0.907,0.0665,0.941,103.495,3,"classical"
"305",16913,"3vFLZOEIM1SxKWPvCCKqvg","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","9 Variations on ‘Lison dormait’ from ‘Julie’ by N. Dezède in C, K.264: 7. Variation VI",4,64492,"False",0.326,0.218,0,-19.854,1,0.0345,0.992,0.937,0.178,0.444,142.723,5,"classical"
"306",16916,"73tHDm0hBREbIJU4NrbGKy","Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien","Mozart: A Night of Classics","Sonata for Piano and Violin in E flat, K.481: 3f. Variation 5",10,75986,"False",0.336,0.155,0,-20.784,0,0.0399,0.99,0.791,0.153,0.871,166.114,3,"classical"
"307",16919,"7zo05whm8LBnnt1dG979ov","Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky","Mozart - A Classical Dawn","Six German Dances, K.571: No. 5 in B Flat Major",3,92000,"False",0.539,0.158,10,-15.544,1,0.0356,0.976,0.498,0.151,0.685,88.18,3,"classical"
"308",16922,"5SBm6jz3bNhnbgerw5sJ9g","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 2. Variation I",3,80453,"False",0.372,0.076,5,-24.31,1,0.0507,0.995,0.967,0.137,0.553,90.987,1,"classical"
"309",16925,"1ghv8smG2wTI2Rhs2eghih","Wolfgang Amadeus Mozart;Claire-Marie Le Guay","Mozart: A Night of Classics","Piano Sonata No.14 in C Minor, K. 457: 2c. Adagio - Pt. 3",14,64839,"False",0.325,0.0109,3,-31.406,1,0.0672,0.996,0.876,0.129,0.612,134,4,"classical"
"310",16928,"6hVF0vHExRU8hD7cU8hFqS","Wolfgang Amadeus Mozart;Berliner Philharmoniker;Karl Böhm","Mozart - A Classical Dawn","Die Zauberflöte, K. 620 / Zweiter Aufzug: Marsch der Priester",4,86333,"False",0.248,0.0464,5,-30.37,1,0.0352,0.982,0.952,0.236,0.157,87.447,4,"classical"
"311",16931,"48Z50XFPDJMdZaSlAX58JP","Wolfgang Amadeus Mozart;Concerto Köln;Werner Ehrhardt","Mozart - A Classical Dawn","Six German Dances, K.571: No. 4 in G",4,96133,"False",0.57,0.177,7,-18.339,1,0.0488,0.963,0.917,0.156,0.515,96.075,1,"classical"
"312",16934,"1QBDI0pYOFgskhDI0C7tKh","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","8 Variations on ‘Ein Weib ist das herrlichste Ding’ by B. Schack in F, K.613: 4. Variation III",1,94438,"False",0.215,0.0904,5,-22.501,1,0.0448,0.992,0.892,0.123,0.465,111.983,5,"classical"
"313",16937,"2C9ZfqsCQ2bSI51q4uJHaU","Wolfgang Amadeus Mozart;Florian Birsak","Mozart - All Day Classics","Modulating Prelude, K.284a/2",24,42586,"False",0.534,0.15,0,-14.58,0,0.0422,0.984,0.2,0.248,0.53,84.359,4,"classical"
"314",16940,"1AypLOhAhLxEDCOy5XGxLM","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - All Day Classics","Nine Variations in D, K.573 on a minuet by J.P. Duport: 7a. Variation VI - Pt. 1",16,63893,"False",0.457,0.0343,2,-27.041,0,0.0465,0.989,0.953,0.0988,0.435,71.381,3,"classical"
"315",16943,"2TocLZMOpI8t0fwIYiXRU5","Wolfgang Amadeus Mozart;Mozarteum Orchestra Salzburg;Leopold Hager","Mozart - All Day Classics","Ascanio in Alba, K.111 / Part 1: Andante grazioso",10,78800,"False",0.284,0.0656,7,-22.254,1,0.0398,0.96,0.952,0.305,0.38,84.639,1,"classical"
"316",16946,"6nQanke7CG03HzTKpjXlhV","Wolfgang Amadeus Mozart;English Baroque Soloists;John Eliot Gardiner","Mozart - All Day Classics","Idomeneo, re di Creta, K.366 / Act 3: Marcia - Live",7,83666,"False",0.199,0.00734,0,-39.346,1,0.0379,0.805,0.000513,0.542,0.327,94.799,4,"classical"
"317",16949,"32By63ejJIcJka9uDcO0A9","Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky","Mozart - All Day Classics","7 Minuets, K.65a: No. 5 in C Major",7,98560,"False",0.592,0.0557,0,-20.601,1,0.0493,0.958,0.0373,0.0642,0.709,142.897,1,"classical"
"318",16952,"0HkF2UlAgY3iEqplsw2GrP","Wolfgang Amadeus Mozart;Michael Wessel","Mozart the Poet: Piano Sonatas, Vol. 4","Piano Sonata No. 12 in F Major, K. 332: I. Allegro",0,431000,"False",0.421,0.0743,0,-22.5,1,0.0423,0.993,0.93,0.0953,0.413,142.151,3,"classical"
"319",16955,"1BqC5UsD8DH1LbZBqnzRSd","Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien","Mozart: A Night of Classics","Sonata for Piano and Violin in E flat, K.481: 3b. Variation 1",18,61600,"False",0.365,0.136,3,-22.211,1,0.0502,0.984,0.473,0.163,0.546,79.275,4,"classical"
"320",16958,"0DPcJVMHiqvl4oWuaG48lo","Wolfgang Amadeus Mozart;Jan Lisiecki","Mozart - A Classical Dawn","12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Theme",11,57133,"False",0.451,0.0159,0,-35.666,1,0.0644,0.991,0.877,0.0717,0.883,114.211,4,"classical"
"321",16961,"1KFT8m3kBTyxSqAvbavk6v","Wolfgang Amadeus Mozart;Bernhard Paumgartner;Camerata Salzburg","Mozart - A Classical Dawn","Symphony No. 30 in D Major, K. 202: IV. Presto",11,60226,"False",0.494,0.252,2,-12.272,1,0.0505,0.983,0.939,0.114,0.347,99.222,4,"classical"
"322",16964,"6k7u5zDeIw2c03ec9EukcC","Wolfgang Amadeus Mozart;Netherlands Wind Ensemble","Mozart: A Night of Classics","Don Giovanni, K. 527 / Act 1: Fin ch'han dal vino (Arr. for Wind Ensemble)",16,60870,"False",0.496,0.234,0,-22.778,1,0.035,0.989,0.95,0.152,0.672,125.694,4,"classical"
"323",16967,"25kvAprofruQWOaRjXnYc3","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","9 Variations on a Minuet by J.P. Duport in D, K.573: 6. Variation V",3,80699,"False",0.537,0.11,2,-25.941,1,0.0605,0.991,0.848,0.119,0.89,124.812,4,"classical"
"324",16970,"4hFloLLbiSgP8VdvVWZWse","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 5. Variation IV",2,92986,"False",0.369,0.179,5,-23.731,1,0.0505,0.993,0.948,0.0622,0.326,94.6,4,"classical"
"325",16973,"4DWttivSdv7MIRbuRcE0Vc","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - Inspiring Classics","8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 1. Theme",1,96880,"False",0.522,0.0141,5,-24.694,1,0.104,0.996,0.911,0.0955,0.642,163.216,4,"classical"
"326",16976,"0qLzylCTgseaShZirfSti6","Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien","Mozart - A Classical Dawn","6 Variations in G minor for Piano & Violin on ""Hélas, j'ai perdu mon amant"" K.360: Var. II",11,60026,"False",0.336,0.0891,0,-22.485,0,0.0493,0.987,0.698,0.124,0.373,86.995,4,"classical"
"327",16979,"0vaPEm3RwpcmuotshfFN4t","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - A Classical Dawn","12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: 12b. Variation XI - Pt. 2",12,64906,"False",0.385,0.0554,0,-25.817,1,0.0553,0.987,0.889,0.117,0.321,68.453,4,"classical"
"328",16982,"5nj3lToDAw3w0DZhZ6obDZ","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - A Classical Dawn","6 Variations in F, K.54: 7. Variation VI",6,75910,"False",0.224,0.0821,5,-27.661,1,0.0368,0.984,0.868,0.106,0.501,79.891,4,"classical"
"329",16985,"1zLpVMt6aGLK1vMF36nnSv","Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien","Mozart - All Day Classics","Sonata for Piano and Violin in E flat, K.481: 3g. Variation 6",9,76560,"False",0.681,0.22,3,-24.653,1,0.0601,0.983,0.9,0.133,0.892,98.123,4,"classical"
"330",16988,"01rJO8OPtenCTy0TbOaZBD","Wolfgang Amadeus Mozart;Members of the Netherlands Wind Ensemble;Werner Herbers;Carlo Ravelli;Hans Mossel;Hens Otter;Joep Terwey;Kees Olthuis;Iman Soeteman;Jan Peeters;Hans Krul","Mozart - A Classical Dawn","Don Giovanni, ossia Il dissoluto punito, K.527 - Arr. for 8 wind instruments by Johann G. Triebensee (1746-1813) - Act 1: ""Madamina, il catalogo è questo""",3,99986,"False",0.495,0.144,7,-21.977,1,0.038,0.986,0.847,0.222,0.391,94.024,4,"classical"
"331",16991,"1dAPazw4JMxZXTZoWGPg0T","Wolfgang Amadeus Mozart;Staatskapelle Dresden;Karl Böhm","Mozart - All Day Classics","La clemenza di Tito, K.621 / Act 1: Marcia (II)",9,80066,"False",0.644,0.232,4,-13.557,1,0.0374,0.962,0.923,0.102,0.442,93.436,4,"classical"
"332",16994,"6fj9Go9PJSp2Xt9pb7swGg","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - All Day Classics","8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 1. Theme",7,96880,"False",0.522,0.0141,5,-24.694,1,0.104,0.996,0.911,0.0955,0.642,163.216,4,"classical"
"333",16997,"6OtqRo9wsVAtYhpDjWB7Di","Wolfgang Amadeus Mozart;Danielle Laval","Mozart - All Day Classics","12 Variations on ‘Je suis Lindor’ from ‘Le Barbier de Séville’ by A.L. Baudron in E, K.354: 7. Variation VI",15,61800,"False",0.519,0.199,3,-22.841,1,0.0334,0.995,0.939,0.111,0.581,92.138,4,"classical"
"334",19000,"2wrJq5XKLnmhRXHIAf9xBa","Dan + Shay;Justin Bieber","10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",78,167693,"False",0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,4,"country"
"335",19003,"1e3QZ42GsP8cTy5uQ0G7J3","Zach Bryan","New Country","Something in the Orange",3,228013,"False",0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,"country"
"336",19006,"1Op9SWtCrRGmax5BjNehes","Zach Bryan","It's You - Fresh Hits","Something in the Orange",2,228013,"False",0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,"country"
"337",19009,"43WFp6WBAvNgc7iaFFEUJp","Luke Bryan","Tailgate Country","Country Girl (Shake It For Me)",2,225560,"False",0.644,0.904,2,-4.532,1,0.0464,0.0295,0,0.0834,0.672,105.969,4,"country"
"338",19012,"16LAkUOZbmqdHgicUsHY1S","Thomas Rhett","Sad Country Songs","Slow Down Summer",8,216764,"False",0.464,0.755,4,-5.707,1,0.0354,0.00838,0,0.0989,0.449,155.973,4,"country"
"339",19015,"6rfDtM5aHbsaLGAUxfIgpN","Florida Georgia Line","Sad Country Songs","Stay",2,200426,"False",0.493,0.931,1,-2.99,1,0.041,0.0838,0,0.172,0.556,141.979,4,"country"
"340",19018,"1uv9nDXqHJkybUGfVJws3U","Zach Bryan","Hideaway - New Boots","Oklahoma Smokeshow",5,211739,"False",0.544,0.573,8,-5.694,1,0.0356,0.0958,0,0.104,0.233,122.977,4,"country"
"341",19021,"32nkedxdwf3uW4jS8Jdxca","Zach Bryan","Cozy Country","Something in the Orange",0,228013,"False",0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,"country"
"342",19024,"6RfcUecxEqj4rFo9vhvpCr","Zach Bryan","Country Road Songs","Oklahoma Smokeshow",0,211739,"False",0.544,0.573,8,-5.694,1,0.0356,0.0958,0,0.104,0.233,122.977,4,"country"
"343",19027,"3ph79KYuJ2bndNPA2c1tRH","Florida Georgia Line","Country USA","I Love My Country",0,185466,"False",0.525,0.94,4,-3.546,1,0.065,0.0283,0,0.236,0.636,140.093,4,"country"
"344",19030,"60HMnpDctYiFAoGkj5ciW6","Luke Bryan","Country Christmas Greatest Hits","Run Run Rudolph",2,172733,"False",0.606,0.972,9,-4.872,1,0.0459,0.0217,0.000161,0.338,0.856,151.049,4,"country"
"345",19033,"62GUsHPmjBVmuDmyE3PuGP","Zach Bryan","New Country Hits","Oklahoma Smokeshow",0,211739,"False",0.544,0.573,8,-5.694,1,0.0356,0.0958,0,0.104,0.233,122.977,4,"country"
"346",19036,"71Qz8eIA8FAty6bWWowNDH","Luke Bryan","Christmas Country Songs 2022","Run Run Rudolph",0,174360,"False",0.611,0.972,9,-4.845,1,0.0464,0.0253,0.000111,0.28,0.871,150.992,4,"country"
"347",19039,"7m0ZqFw6SHoAvtEccpMOs3","Creedence Clearwater Revival","Best 70s Rock Tunes","Hello Mary Lou",2,134440,"False",0.633,0.674,9,-8.638,1,0.0348,0.0572,0.00154,0.0504,0.965,103.426,4,"country"
"348",19042,"014SIjoLDG1Ku19c5FlDYh","Creedence Clearwater Revival","Pumpkin Patch Hits","I Put A Spell On You",0,271786,"False",0.393,0.732,4,-8.188,0,0.0295,0.00471,0.123,0.0979,0.621,100.41,4,"country"
"349",19045,"6Pt0FLZMQcycOm3BwToqQa","Creedence Clearwater Revival","Christmas time but not Christmas songs 2022","Fortunate Son",0,140773,"False",0.64,0.663,0,-7.516,1,0.0373,0.201,0.00806,0.152,0.665,132.768,4,"country"
"350",19048,"3qFSZXYoXpyjTvlG4jX9hJ","Zach Bryan","Single Saturday Night - Country Songs","Heading South",0,210304,"True",0.617,0.378,4,-7.108,1,0.0662,0.808,2.33e-05,0.179,0.345,98.299,4,"country"
"351",19051,"6Xf8iYxVkoNXqWB0Yjgcpb","Dan + Shay;Justin Bieber","Music for Rainy Days","10,000 Hours",0,167693,"False",0.654,0.63,10,-4.644,1,0.0259,0.149,0,0.111,0.43,89.991,4,"country"
"352",19054,"5Ry3XVXK0nINrrH84IoO3W","Dan + Shay;Justin Bieber","Cozy Country","10,000 Hours",0,167693,"False",0.654,0.63,10,-4.644,1,0.0259,0.149,0,0.111,0.43,89.991,4,"country"
"353",19057,"1s4GtzDwUCQPdvkb7vXBUc","Dan + Shay","20s Love Songs","Glad You Exist",1,144760,"False",0.741,0.499,11,-8.035,1,0.0356,0.23,0,0.125,0.692,103.96,4,"country"
"354",19060,"5ROz72zGx6pWOKoes5soBm","Dan + Shay","Single Saturday Night - Country Songs","Glad You Exist",0,144760,"False",0.741,0.499,11,-8.035,1,0.0356,0.23,0,0.125,0.692,103.96,4,"country"
"355",19063,"3olUwN8JrVTL2Jh1yDyJHi","Dan + Shay;Justin Bieber","Easy Country","10,000 Hours",0,167693,"False",0.654,0.63,10,-4.644,1,0.0259,0.149,0,0.111,0.43,89.991,4,"country"
"356",19066,"47etYUs12o0yYHd2bQ7Hel","Jordan Davis;Luke Bryan","Autumn Vibe","Buy Dirt",0,167480,"False",0.586,0.559,4,-6.725,1,0.05,0.639,0,0.0872,0.437,177.945,4,"country"
"357",19069,"4cDX4xSAxCH2ckaU6cJM25","Dan + Shay;Mushroom People","Am I Ready - Pop Night Out","Tequila - Mushroom People Remix",0,197817,"False",0.545,0.713,8,-6.944,0,0.0543,0.0187,0,0.0775,0.476,189.985,4,"country"
"358",19072,"5VCy743OaUmLpijIonFmaw","Shania Twain","Los Clásicos del Pop 90s","Man! I Feel Like A Woman!",3,233000,"False",0.654,0.889,10,-3.058,1,0.0513,0.64,0,0.297,0.73,125.018,4,"country"
"359",19075,"42Do6gNxZctRhhWKw55RJ5","Cody Johnson","New Country","Human",2,221520,"False",0.4,0.647,2,-7.279,1,0.0337,0.176,5.79e-05,0.11,0.274,84.08,4,"country"
"360",19078,"1vL63FmpGbAEpKCSh7ZsL0","Shania Twain","Sunny Mornings","I'm Gonna Getcha Good - Green Version",0,269400,"False",0.724,0.789,1,-4.813,1,0.0302,0.0441,0,0.0612,0.945,124.013,4,"country"
"361",19081,"7frfyLfeNQbyKvPUBdrDjl","Cody Johnson","Country Holiday","Hat Made of Mistletoe",0,156346,"False",0.598,0.943,2,-3.964,1,0.0347,0.0933,0,0.331,0.801,117.906,4,"country"
"362",19084,"1nSYUQngGS5foiagiilbYU","Jordan Davis","Mientras hago aromaterapia","Singles You Up",0,182693,"False",0.634,0.903,7,-3.588,1,0.0323,0.0465,0,0.255,0.559,100.083,4,"country"
"363",19087,"0flKOLkgpWup1pH16EVaPO","Jon Pardi","Tailgate Country","Dirt On My Boots",0,201893,"False",0.683,0.796,11,-4.179,1,0.0284,0.112,0,0.197,0.533,90.031,4,"country"
"364",19090,"4TeLaDmBpXnXtzvlY353yD","Cody Johnson","Finest Country","Stronger",0,194760,"False",0.453,0.7,1,-4.741,1,0.038,0.131,0,0.186,0.447,164.173,3,"country"
"365",19093,"4RttQSlgO2ijW0wQNLz4GM","Cody Johnson;Clara Johnson;Brandi Johnson;Cori Johnson","Happy Country Christmas","Silent Night",0,218826,"False",0.442,0.131,7,-10.49,1,0.028,0.687,0,0.127,0.277,76.991,3,"country"
"366",19096,"5XuozI1077Tdy8EUabPWuE","Cody Johnson","Good Times Country","Let's Build a Fire",1,176666,"False",0.417,0.968,8,-3.827,1,0.0452,0.00144,2.56e-05,0.0827,0.879,187.979,4,"country"
"367",19099,"2eDNes32ixF4zZnBcRgIAw","Cody Johnson","Burn Burn Burn - Hot Country Hits","'Til You Can't",0,224213,"False",0.501,0.815,1,-4.865,1,0.0436,0.0513,0,0.106,0.46,160.087,4,"country"
"368",19102,"28mwPMWi59y5SIwOlRHGwi","Dan + Shay","Finest Country","How Not To",0,192000,"False",0.501,0.836,11,-3.587,0,0.0488,0.208,0,0.152,0.617,159.849,4,"country"
"369",19105,"7LgyKYscgD7wkzsLRRTTpd","Dan + Shay","Autumn Hits","Speechless",0,213386,"False",0.616,0.437,1,-5.968,1,0.0298,0.351,0,0.24,0.386,135.939,4,"country"
"370",19108,"74neN8NvU5LnqgzBibX6MH","Dan + Shay","Country Christmas Time","Take Me Home for Christmas",1,203880,"False",0.694,0.769,6,-4.665,1,0.0325,0.163,0,0.0976,0.663,93.033,4,"country"
"371",19111,"1cH9CLvZO8Tk4xvKOPCM4d","Bailey Zimmerman","rainy day indie","Rock and a Hard Place",2,207540,"False",0.582,0.568,1,-7.3,1,0.0275,0.577,0,0.105,0.394,121.991,3,"country"
"372",19114,"4wFn8ntlog7h00pewaY4KJ","Bailey Zimmerman","Hideaway - New Boots","Rock and a Hard Place",0,207540,"False",0.582,0.568,1,-7.3,1,0.0275,0.577,0,0.105,0.394,121.991,3,"country"
"373",19117,"5hEMsvmH7SpaiCVU9DZg5N","Bailey Zimmerman","It's You - Fresh Hits","Where It Ends",1,179294,"False",0.431,0.837,9,-5.067,1,0.0432,0.259,0,0.0879,0.648,170.041,4,"country"
"374",19120,"4N6gKsA1p5m8gjvgc0sEKB","Bailey Zimmerman","New Country","Fall in Love",1,232058,"False",0.524,0.643,9,-6.055,1,0.0297,0.451,0,0.221,0.397,135.962,4,"country"
"375",19123,"0BFPuuaii3WETh2ZtHWZAN","Bailey Zimmerman","Easy Country","Where It Ends",0,179294,"False",0.431,0.837,9,-5.067,1,0.0432,0.259,0,0.0879,0.648,170.041,4,"country"
"376",19126,"33AUzFOiyOtWEr9aNU2d6H","Bailey Zimmerman","Laidback Country","Rock and a Hard Place",0,207540,"False",0.582,0.568,1,-7.3,1,0.0275,0.577,0,0.105,0.394,121.991,3,"country"
"377",19129,"0fchsvPWZULjTtlp8I6ehS","Bailey Zimmerman","Single Saturday Night - Country Songs","Rock and a Hard Place",0,207540,"False",0.582,0.568,1,-7.3,1,0.0275,0.577,0,0.105,0.394,121.991,3,"country"
"378",19132,"2j9EhXt9y02th8iPkQUFsL","Carrie Underwood","Santa Claus Is Coming To Town","O Come All Ye Faithful",0,194454,"False",0.248,0.308,2,-6.746,1,0.03,0.797,0,0.118,0.348,91.29,4,"country"
"379",19135,"2Qz1rfYZtRq6hLUqs2Afgj","Carrie Underwood","Santa's Christmas List","Favorite Time Of Year - Amazon Original",0,197223,"False",0.497,0.897,5,-4.21,1,0.0513,0.00635,0,0.305,0.539,142.007,4,"country"
"380",19138,"3wYce5GyRKkhKfUlUE5RID","Carrie Underwood","Tailgate Country","Southbound",0,202853,"False",0.614,0.884,0,-4.019,1,0.0402,0.00122,0,0.077,0.721,100.523,4,"country"
"381",19141,"3VXroe2BrvpJh3O9dTgMWs","Bailey Zimmerman","Finest Country","Never Comin' Home - Live Acoustic",0,198958,"False",0.585,0.51,10,-6.028,1,0.0322,0.427,0,0.0997,0.436,135.24,3,"country"
"382",19144,"7u5Yop62YKg1uws7uKyKE5","George Strait","Country USA","Heartland - Pure Country/Soundtrack Version",0,138160,"False",0.449,0.89,8,-9.5,1,0.05,0.0521,7.82e-05,0.112,0.696,156.978,4,"country"
"383",19147,"49yGVckA7KfjnYpKtBdACZ","George Strait","pov: you bake cookies","Christmas Cookies",0,195560,"False",0.743,0.621,0,-10.742,1,0.0651,0.465,0,0.108,0.865,90.384,4,"country"
"384",19150,"3gq98hzXfMGQ5VFIGJ1DoB","Haley Mae Campbell","Never Been in Love","Never Been in Love",56,179189,"False",0.679,0.742,4,-4.149,1,0.0292,0.121,7.21e-05,0.322,0.869,147.829,4,"country"
"385",19153,"1gH8QigoIquQ3diZp0Ht6l","Tim McGraw","Sad Country Songs","7500 OBO",3,221400,"False",0.528,0.718,7,-6.954,1,0.0337,0.1,0,0.304,0.51,155.759,4,"country"
"386",19156,"6m239N2EPkMYkN5unIYT9F","Tim McGraw","Sad Country Songs","Doggone",1,215906,"False",0.629,0.538,1,-7.386,1,0.029,0.416,1.07e-05,0.107,0.353,121.256,4,"country"
"387",19159,"42rRYDeMFkYfUGOIhDPlF9","Carrie Underwood;John Legend","Christmas Dinner","Hallelujah",1,275099,"False",0.335,0.43,5,-5.364,1,0.0322,0.846,0,0.126,0.379,78.259,5,"country"
"388",19162,"62XZ7yQ1unC3jGGUK3HAJp","Blake Shelton;Michael Bublé","Country Christmas Time","Home",1,227040,"False",0.576,0.456,7,-7.583,1,0.0267,0.584,2.68e-05,0.0912,0.21,127.854,4,"country"
"389",19165,"2hyP9WkqwrydvQZ7IrCe0N","Blake Shelton","Finest Country","Austin",0,230333,"False",0.603,0.609,7,-7.063,1,0.0278,0.188,0,0.0982,0.275,119.911,4,"country"
"390",19168,"6PhPMKGWVQ90yccC4bQ7kx","Tim McGraw","Christmas 2022","Christmas All Over The World",0,166168,"False",0.565,0.782,11,-5.098,0,0.0305,0.0341,0,0.0782,0.798,126.904,4,"country"
"391",19171,"7KxSHM4DGe0aOyeCDEMF1R","Blake Shelton;Gwen Stefani","Single Saturday Night - Country Songs","Nobody but You",0,194866,"False",0.465,0.653,0,-5.515,1,0.0273,0.111,0.000125,0.172,0.233,143.912,4,"country"
"392",19174,"1Jp4sSVE8NlhjTJ9PY6MTh","Blake Shelton;Gwen Stefani","Laidback Country","Happy Anywhere",0,171026,"False",0.606,0.737,8,-5.745,1,0.0321,0.134,0,0.057,0.65,82.966,4,"country"
"393",19177,"3wUnBlmeSQuUVXMMyTooNv","Tim McGraw","Jingle Bell Rock 2022","Christmas All Over The World",0,166168,"False",0.565,0.782,11,-5.098,0,0.0305,0.0341,0,0.0782,0.798,126.904,4,"country"
"394",19180,"44x4VUR7gXkrbo4aYy2d8e","Carrie Underwood","All I want For Christmas Is Music","O Come All Ye Faithful",0,194454,"False",0.248,0.308,2,-6.746,1,0.03,0.797,0,0.118,0.348,91.29,4,"country"
"395",19183,"5qxxGClUqyGC7hRwqYUjKP","Blake Shelton","Holly Jolly Christmas","Jingle Bell Rock",0,123400,"False",0.65,0.736,0,-5.222,1,0.0378,0.122,0,0.0998,0.595,129.941,4,"country"
"396",19186,"2mfrgrVo0HhcPzcfiphmsy","Kenny Chesney","Hideaway - New Boots","Everyone She Knows",0,204986,"False",0.659,0.682,5,-5.045,1,0.0293,0.00992,0,0.159,0.664,109.022,4,"country"
"397",19189,"4GadSyQDGXV2FXL3Acl57f","Kenny Chesney","Good Times Country","Wind On",0,260359,"False",0.497,0.866,0,-3.039,1,0.0464,0.00099,1.28e-05,0.35,0.338,123.019,4,"country"
"398",19192,"4xcW1InAfQ7GBnDBHEC4a8","Kenny Chesney","Never Leave - Country Magic","Everyone She Knows",0,204986,"False",0.659,0.682,5,-5.045,1,0.0293,0.00992,0,0.159,0.664,109.022,4,"country"
"399",19195,"5WqD6i9UyCi30V3LoC1zSn","Kenny Chesney","Single Saturday Night - Country Songs","Knowing You",0,226266,"False",0.568,0.562,7,-6.12,1,0.0258,0.23,3.41e-06,0.119,0.178,125.981,3,"country"
